,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Abbey,51.53982162,0.081291,Nando's,51.53978,0.0822971,Portuguese Restaurant
1,Abbey,51.53982162,0.081291,Cristina's,51.53652276,0.076671821,Steakhouse
2,Abbey,51.53982162,0.081291,The Gym London Barking,51.53619294,0.078600857,Gym
3,Abbey,51.53982162,0.081291,Subway,51.53799974,0.081319001,Sandwich Place
4,Abbey,51.53982162,0.081291,Costa Coffee,51.539272,0.081341,Coffee Shop
5,Abbey,51.53982162,0.081291,B&M Store,51.537903,0.08130077,Discount Store
6,Abbey,51.53982162,0.081291,Domino's Pizza,51.539833,0.0822227,Pizza Place
7,Abbey,51.53982162,0.081291,Boots,51.53888841,0.080723763,Pharmacy
8,Abbey,51.53982162,0.081291,Lidl,51.53576141,0.081842665,Supermarket
9,Abbey,51.53982162,0.081291,Asda,51.5376028,0.0773746,Supermarket
10,Abbey,51.53982162,0.081291,Tesco Express,51.5369309,0.080411468,Grocery Store
11,Abbey,51.53982162,0.081291,Travelodge London Barking,51.53727677,0.079856816,Hotel
12,Abbey,51.53982162,0.081291,Barking Dog (Wetherspoon),51.53965949,0.081582719,Pub
13,Abbey,51.53982162,0.081291,Tesco Express,51.53963732,0.084760228,Grocery Store
14,Abbey,51.53982162,0.081291,KFC,51.53912412,0.080955255,Fast Food Restaurant
15,Abbey,51.53982162,0.081291,Spotted Dog,51.53986389,0.081625906,Pub
16,Abbey,51.53982162,0.081291,Platform 8,51.53964196,0.080294008,Platform
17,Abbey,51.53982162,0.081291,O2,51.53620403,0.077233572,Mobile Phone Shop
18,Alibon,51.54592133,0.150987,Lidl,51.54281912,0.148624953,Supermarket
19,Alibon,51.54592133,0.150987,Iceland,51.54200596,0.1479331,Grocery Store
20,Alibon,51.54592133,0.150987,The Lord Denman,51.54237547,0.148089784,Pub
21,Alibon,51.54592133,0.150987,Londis,51.54730916,0.145933628,Convenience Store
22,Alibon,51.54592133,0.150987,Papa John's Pizza,51.5426712,0.1476277,Pizza Place
23,Alibon,51.54592133,0.150987,Dagenham Heathway Bus Stop,51.54220016,0.147836751,Bus Stop
24,Becontree,51.55260086,0.116912,Lidl,51.55193362,0.112965451,Supermarket
25,Becontree,51.55260086,0.116912,Absolutely Fabulous Tanning,51.55163158,0.115036817,Cosmetics Shop
26,Becontree,51.55260086,0.116912,robin hood fish& chips,51.55141112,0.113517366,Fish & Chips Shop
27,Becontree,51.55260086,0.116912,Tfl Bus Stop UB,51.55173123,0.112266276,Bus Stop
28,Becontree,51.55260086,0.116912,Dr Gas,51.54974,0.12108,Home Service
29,Becontree,51.55260086,0.116912,Station Dry Cleaners,51.55108581,0.110418659,Dry Cleaner
30,Chadwell Heath,51.5834198,0.138596,Moby Golf,51.57990813,0.141441979,Mini Golf
31,Chadwell Heath,51.5834198,0.138596,Co-op Food,51.58431349,0.135648069,Grocery Store
32,Chadwell Heath,51.5834198,0.138596,Premier Inn Romford West,51.580122,0.140686,Hotel
33,Chadwell Heath,51.5834198,0.138596,Moby Dick,51.5805853,0.140618123,Restaurant
34,Chadwell Heath,51.5834198,0.138596,Tandoori Hut,51.58111287,0.138522173,Indian Restaurant
35,Eastbrook,51.55519104,0.173453,Essex Gun,51.556197,0.175694,Sporting Goods Shop
36,Eastbrook,51.55519104,0.173453,Eastbrookend Park,51.5561019,0.172433853,Park
37,Eastbrook,51.55519104,0.173453,Eastbrook Pond,51.5553281,0.176821947,Lake
38,Eastbrook,51.55519104,0.173453,Millennium Centre,51.55303331,0.174965858,Park
39,Eastbrook,51.55519104,0.173453,Rob the Builder Ltd,51.55697,0.16901,Construction & Landscaping
40,Eastbury,51.53580856,0.104756,Eastbury Manor House,51.53297333,0.099741081,History Museum
41,Eastbury,51.53580856,0.104756,Thatched House,51.53300405,0.106713222,Pub
42,Eastbury,51.53580856,0.104756,Tesco Express,51.533393,0.105599,Grocery Store
43,Eastbury,51.53580856,0.104756,Kwik-Fit,51.53399791,0.10429272,Auto Garage
44,Eastbury,51.53580856,0.104756,Upney London Underground Station,51.53829741,0.100624421,Metro Station
45,Gascoigne,51.53258133,0.085704,Lidl,51.53576141,0.081842665,Supermarket
46,Gascoigne,51.53258133,0.085704,Greatfields Park,51.5310668,0.090122223,Park
47,Gascoigne,51.53258133,0.085704,Peach Garden Chinese,51.5333743,0.09208459,Chinese Restaurant
48,Gascoigne,51.53258133,0.085704,North Street,51.5334086,0.092130591,Bus Station
49,Goresbrook,51.53604126,0.132641,Vue,51.53214921,0.135000087,Movie Theater
50,Goresbrook,51.53604126,0.132641,Pizza Hut,51.53236832,0.134344662,Pizza Place
51,Goresbrook,51.53604126,0.132641,Goals Soccer Centre,51.5328778,0.1325542,Soccer Field
52,Goresbrook,51.53604126,0.132641,Goals Soccer Centre,51.53285381,0.132560134,Soccer Field
53,Goresbrook,51.53604126,0.132641,The Gym Dagenham,51.53231247,0.135642908,Gym / Fitness Center
54,Goresbrook,51.53604126,0.132641,Nisa Local,51.538929,0.1272186,Convenience Store
55,Goresbrook,51.53604126,0.132641,Gorsbrook Leisure Centre,51.53169151,0.131101202,Gym
56,Heath,51.55868912,0.152931,Iceland,51.56057817,0.147685075,Grocery Store
57,Heath,51.55868912,0.152931,Shell,51.56041501,0.14836371,Gas Station
58,Heath,51.55868912,0.152931,Morrisons,51.55977395,0.148752363,Supermarket
59,Heath,51.55868912,0.152931,Beacontree Heath Leisure Centre,51.56099663,0.148931679,Gym / Fitness Center
60,Heath,51.55868912,0.152931,Robert Clack Leisure Centre,51.56080802,0.152704227,Martial Arts Dojo
61,Heath,51.55868912,0.152931,Becontree Heath Bus Station,51.56106458,0.150997639,Bus Station
62,Heath,51.55868912,0.152931,Dagenham Swimming Pool,51.56094562,0.15005446,Pool
63,Heath,51.55868912,0.152931,Heath Pie Shop,51.56041383,0.147655433,Diner
64,Heath,51.55868912,0.152931,King Cuts Tree Services,51.5563485,0.1582469,Construction & Landscaping
65,Heath,51.55868912,0.152931,Crowlands Heath Golf Course,51.56245746,0.15581838,Golf Course
66,Longbridge,51.54442978,0.093644,Pizza Hut,51.54569453,0.093383789,Pizza Place
67,Longbridge,51.54442978,0.093644,Britannia Pharmacy,51.54525533,0.094198036,Pharmacy
68,Longbridge,51.54442978,0.093644,The Royal Oak,51.54586803,0.093226345,Pub
69,Longbridge,51.54442978,0.093644,Martin's,51.5457,0.0946,Convenience Store
70,Longbridge,51.54442978,0.093644,Paddy Power,51.54633505,0.094971657,Betting Shop
71,Mayesbrook,51.5451889,0.120332,WellPainted,51.546835,0.1187722,Construction & Landscaping
72,Mayesbrook,51.5451889,0.120332,Parsloes Park,51.54502708,0.125598395,Park
73,Mayesbrook,51.5451889,0.120332,Oak Tree Cafe,51.54686946,0.114969745,Café
74,Parsloes,51.54983139,0.13534801,Cherry Tree,51.55263304,0.134754181,Pub
75,Parsloes,51.54983139,0.13534801,Martins Corner,51.55186638,0.130512149,Plaza
76,River,51.5245018,0.15264501,Precision Printing,51.524243,0.146296,Print Shop
77,River,51.5245018,0.15264501,Platform 1,51.52619852,0.146621554,Platform
78,River,51.5245018,0.15264501,Dagenham Dock Railway Station (DDK),51.52586055,0.146555901,Train Station
79,Thames,51.52407837,0.119742,TrowDon Waste Management,51.5250337,0.1161296,Home Service
80,Thames,51.52407837,0.119742,Barking Digital.com,51.5252942,0.1160978,IT Services
81,Thames,51.52407837,0.119742,The Ripple Nature Reserve,51.5268384,0.1150289,Nature Preserve
82,Valence,51.56122971,0.13592499,Royal British Legion Becontree,51.55949,0.13649,Bar
83,Valence,51.56122971,0.13592499,The Beacon Tree,51.56129659,0.140893164,Pub
84,Valence,51.56122971,0.13592499,Sir-apparel,51.5587887,0.1396606,Clothing Store
85,Valence,51.56122971,0.13592499,Valence House Museum,51.55798298,0.134067535,History Museum
86,Valence,51.56122971,0.13592499,New China Gold,51.56126924,0.141838855,Chinese Restaurant
87,Valence,51.56122971,0.13592499,Green Lane,51.56151954,0.129880715,Outdoors & Recreation
88,Valence,51.56122971,0.13592499,Valence Park,51.55706246,0.136556625,Park
89,Village,51.53659058,0.166611,Accraine,51.53430987,0.166705188,Automotive Shop
90,Village,51.53659058,0.166611,The Bull,51.53919413,0.165297848,Bar
91,Whalebone,51.56827164,0.141911,Hoo Hing,51.56756061,0.135998726,Grocery Store
92,Whalebone,51.56827164,0.141911,Asda,51.565751,0.143392,Supermarket
93,Whalebone,51.56827164,0.141911,Computer Talk LTD,51.56812661,0.143375419,Electronics Store
94,Whalebone,51.56827164,0.141911,Supercare Pharmacy,51.57219028,0.141460808,Pharmacy
95,Whalebone,51.56827164,0.141911,McDonald's,51.56540632,0.145384474,Fast Food Restaurant
96,Brunswick Park,51.62760162,-0.14588,Brunswick Park,51.62892685,-0.145708323,Park
97,Brunswick Park,51.62760162,-0.14588,Socialite Bar,51.62940025,-0.141469811,Bar
98,Brunswick Park,51.62760162,-0.14588,JusDrive LTD,51.62586317,-0.151501894,Rental Car Location
99,Brunswick Park,51.62760162,-0.14588,Brunswick Park Road bus stop b,51.630988,-0.149959,Bus Stop
100,Burnt Oak,51.60279846,-0.26113001,Barnet Burnt Oak Leisure Centre,51.60512623,-0.255496389,Gym
101,Burnt Oak,51.60279846,-0.26113001,Subway,51.60104426,-0.266330199,Sandwich Place
102,Burnt Oak,51.60279846,-0.26113001,Wenzel's,51.60285935,-0.264289691,Bakery
103,Burnt Oak,51.60279846,-0.26113001,Garrick Services Pest Control Ltd,51.60361,-0.25779,Construction & Landscaping
104,Burnt Oak,51.60279846,-0.26113001,Twist Ice Cream,51.601357,-0.26575226,Ice Cream Shop
105,Childs Hill,51.56528854,-0.20291001,Best Western Palm Hotel,51.56360489,-0.204561287,Hotel
106,Childs Hill,51.56528854,-0.20291001,Childs Hill Park,51.56863438,-0.199661894,Park
107,Childs Hill,51.56528854,-0.20291001,The Frenchie,51.56508754,-0.197340645,Food Truck
108,Childs Hill,51.56528854,-0.20291001,Basing Hill Park,51.5678195,-0.207237258,Park
109,Childs Hill,51.56528854,-0.20291001,Co-Op,51.56312,-0.19729356,Grocery Store
110,Childs Hill,51.56528854,-0.20291001,The Vale Hendon Way bus stop,51.56713337,-0.205635508,Bus Stop
111,Childs Hill,51.56528854,-0.20291001,H2O,51.56772673,-0.20744595,Sushi Restaurant
112,Childs Hill,51.56528854,-0.20291001,Koyama,51.56411,-0.19693348,Sushi Restaurant
113,Childs Hill,51.56528854,-0.20291001,Cricklewood Lane (S) Bus Stop,51.5610845,-0.203655378,Bus Stop
114,Colindale,51.59201813,-0.24826001,Spaccanapoli,51.59557085,-0.251521468,Pizza Place
115,Colindale,51.59201813,-0.24826001,Colindale Park,51.59388201,-0.24850838,Park
116,Colindale,51.59201813,-0.24826001,PureGym,51.59532407,-0.250556121,Gym / Fitness Center
117,Colindale,51.59201813,-0.24826001,Co-op Food,51.594942,-0.250178,Grocery Store
118,Colindale,51.59201813,-0.24826001,Costa Coffee,51.594834,-0.250539,Coffee Shop
119,Colindale,51.59201813,-0.24826001,Sainsbury's Local,51.59543506,-0.250660794,Supermarket
120,Colindale,51.59201813,-0.24826001,Jakarta,51.58827724,-0.251707494,Asian Restaurant
121,Colindale,51.59201813,-0.24826001,McDonald's,51.59096,-0.25518,Fast Food Restaurant
122,Colindale,51.59201813,-0.24826001,Taco Bell,51.59439054,-0.24995444,Fast Food Restaurant
123,Colindale,51.59201813,-0.24826001,Colindale Station Bus Stop CA,51.59579931,-0.248900513,Bus Stop
124,Colindale,51.59201813,-0.24826001,Colindale Local,51.59618807,-0.247578621,Convenience Store
125,Coppetts,51.61074829,-0.15207,Da Franco Ristorante Italiano,51.61292234,-0.158121271,Italian Restaurant
126,Coppetts,51.61074829,-0.15207,Princess Park Manor,51.61175947,-0.149670911,Residential Building (Apartment / Condo)
127,Coppetts,51.61074829,-0.15207,Costa Coffee,51.60748712,-0.154443201,Coffee Shop
128,Coppetts,51.61074829,-0.15207,Tesco Extra,51.60722429,-0.154602411,Supermarket
129,Coppetts,51.61074829,-0.15207,Clown Town softplay,51.6079766,-0.154247669,Playground
130,Coppetts,51.61074829,-0.15207,Plazza Pizza,51.61377539,-0.152588552,Pizza Place
131,Coppetts,51.61074829,-0.15207,Clown Town,51.608038,-0.15437,Indoor Play Area
132,Coppetts,51.61074829,-0.15207,Nuffield Health Fitness & Wellbeing Gym,51.61335433,-0.147670205,Gym / Fitness Center
133,Coppetts,51.61074829,-0.15207,Boulevard Club,51.61462717,-0.149622788,Indian Restaurant
134,East Barnet,51.64614105,-0.15897,Costa Coffee,51.64255,-0.163151,Coffee Shop
135,East Barnet,51.64614105,-0.15897,Aldi,51.64478,-0.163952,Supermarket
136,East Barnet,51.64614105,-0.15897,Cha Cha Tang,51.64267468,-0.162650003,Chinese Restaurant
137,East Finchley,51.59487915,-0.17062999,La Rugoletta,51.59326238,-0.171999763,Italian Restaurant
138,East Finchley,51.59487915,-0.17062999,Oasis Shisha,51.594505,-0.16949785,Middle Eastern Restaurant
139,East Finchley,51.59487915,-0.17062999,Genzo,51.59320599,-0.167175222,Greek Restaurant
140,East Finchley,51.59487915,-0.17062999,Table Du Marche,51.59267561,-0.166693926,French Restaurant
141,East Finchley,51.59487915,-0.17062999,The Five Bells,51.59064999,-0.172437646,Pub
142,East Finchley,51.59487915,-0.17062999,Domino's Pizza,51.59364202,-0.166657381,Pizza Place
143,East Finchley,51.59487915,-0.17062999,The Windsor Castle,51.59339986,-0.171810069,Pub
144,East Finchley,51.59487915,-0.17062999,"Ice Cream & Drinks, Milkshakes & Smoothies",51.59365714,-0.166870725,Food Truck
145,East Finchley,51.59487915,-0.17062999,Highgate Woods Cricket Pitch,51.59355433,-0.166887401,Cricket Ground
146,Edgware,51.62643051,-0.28420001,Edgwarebury Park,51.62367926,-0.279919318,Park
147,Finchley Church End,51.59680939,-0.20118,Totally Espresso,51.59681354,-0.197536942,Coffee Shop
148,Finchley Church End,51.59680939,-0.20118,Avenue House Estate,51.59679917,-0.194969804,Park
149,Finchley Church End,51.59680939,-0.20118,Zizzi,51.596111,-0.198147,Italian Restaurant
150,Finchley Church End,51.59680939,-0.20118,Catcher In The Rye,51.59961186,-0.196136996,Pub
151,Finchley Church End,51.59680939,-0.20118,Two Brothers Fish Restaurant,51.59920899,-0.196145796,Seafood Restaurant
152,Finchley Church End,51.59680939,-0.20118,College Farm,51.593639,-0.203356,Park
153,Finchley Church End,51.59680939,-0.20118,The Stable Block Cafe,51.596614,-0.194549,Café
154,Finchley Church End,51.59680939,-0.20118,Kings Cafe,51.59994965,-0.196247392,Café
155,Garden Suburb,51.58076096,-0.18111999,Costa Coffee,51.576669,-0.184039,Coffee Shop
156,Golders Green,51.57088852,-0.21477,Costa Coffee,51.5746402,-0.215284564,Coffee Shop
157,Golders Green,51.57088852,-0.21477,Tesco,51.5743423,-0.2151584,Supermarket
158,Golders Green,51.57088852,-0.21477,Better Hendon Leisure Centre,51.57416239,-0.214748383,Gym
159,Golders Green,51.57088852,-0.21477,Sunset Yoga With Sara Ivanhoe,51.5704391,-0.2090812,Yoga Studio
160,Golders Green,51.57088852,-0.21477,Chris's Handyman & Plumbing Team,51.5725771,-0.2091449,Construction & Landscaping
161,Hale,51.63005829,-0.25477001,Mill Hill Golf Club,51.627944,-0.253174,Golf Course
162,Hale,51.63005829,-0.25477001,Some Woods,51.62683842,-0.254027562,Tree
163,Hendon,51.59143066,-0.22458,Sunny Hill Park,51.59298184,-0.226491551,Park
164,Hendon,51.59143066,-0.22458,The Greyhound,51.59119373,-0.227867542,Pub
165,Hendon,51.59143066,-0.22458,The Forum,51.58997306,-0.230839544,Student Center
166,Hendon,51.59143066,-0.22458,Hendon Bagel Bakery,51.59001598,-0.223935197,Bagel Shop
167,Hendon,51.59143066,-0.22458,Co-op Food,51.58990673,-0.225766897,Grocery Store
168,Hendon,51.59143066,-0.22458,Costa Coffee,51.59052414,-0.22979401,Coffee Shop
169,Hendon,51.59143066,-0.22458,Iskele Restaurant,51.58982256,-0.222008995,Turkish Restaurant
170,Hendon,51.59143066,-0.22458,The Claddagh Ring,51.5900489,-0.2261352,Irish Pub
171,Hendon,51.59143066,-0.22458,Costa Coffee,51.58983278,-0.228553873,Coffee Shop
172,Hendon,51.59143066,-0.22458,Mdx Fitness Pod,51.58999138,-0.230825052,Gym / Fitness Center
173,Hendon,51.59143066,-0.22458,Kaifeng,51.58980493,-0.224141491,Chinese Restaurant
174,Hendon,51.59143066,-0.22458,Yuan,51.58997812,-0.225111617,Chinese Restaurant
175,Hendon,51.59143066,-0.22458,Jun Peking Chinese Restaurant - 皇上皇,51.58994002,-0.222797803,Chinese Restaurant
176,Hendon,51.59143066,-0.22458,Millenium Fried Chicken,51.58968636,-0.227339265,Fried Chicken Joint
177,Hendon,51.59143066,-0.22458,Tapuach,51.58872405,-0.219765137,Grocery Store
178,Hendon,51.59143066,-0.22458,Original Lahore Restaurant,51.58757031,-0.220920046,Indian Restaurant
179,High Barnet,51.65541077,-0.21043,The Black Horse,51.65307468,-0.206718659,Pub
180,High Barnet,51.65541077,-0.21043,Waitrose & Partners,51.65588337,-0.203724681,Supermarket
181,High Barnet,51.65541077,-0.21043,The Coffee Bean,51.65562465,-0.203412744,Coffee Shop
182,High Barnet,51.65541077,-0.21043,The Works,51.655369,-0.203281,Discount Store
183,High Barnet,51.65541077,-0.21043,Barnet Market,51.65590578,-0.203282062,Market
184,Mill Hill,51.61397171,-0.22330999,Adam & Eve,51.6162909,-0.218153628,Gastropub
185,Oakleigh,51.63719177,-0.17072,M&S Foodhall,51.63482,-0.17542,Grocery Store
186,Oakleigh,51.63719177,-0.17072,Travelodge,51.63507458,-0.175627836,Hotel
187,Oakleigh,51.63719177,-0.17072,"cafe Reno""s",51.63864562,-0.164852119,Café
188,Totteridge,51.62659073,-0.20059,Orange Tree,51.63003072,-0.197285543,Pub
189,Totteridge,51.62659073,-0.20059,Lake At Totteridge,51.62642197,-0.194621331,Lake
190,Totteridge,51.62659073,-0.20059,Totteridge Cricket Club,51.62721937,-0.194378946,Cricket Ground
191,Underhill,51.6445694,-0.20939,Co-op Food,51.64586659,-0.203075409,Grocery Store
192,West Finchley,51.60781097,-0.18878999,Divans,51.60547134,-0.187846972,Turkish Restaurant
193,West Finchley,51.60781097,-0.18878999,Beheshte Barin,51.60444084,-0.189012258,Persian Restaurant
194,West Finchley,51.60781097,-0.18878999,Victoria Park,51.60523055,-0.184619928,Park
195,West Finchley,51.60781097,-0.18878999,Durum,51.60461257,-0.188849153,Middle Eastern Restaurant
196,West Finchley,51.60781097,-0.18878999,Leisure Games,51.60408445,-0.189313969,Toy / Game Store
197,West Finchley,51.60781097,-0.18878999,Man Chui,51.60377849,-0.189794072,Chinese Restaurant
198,West Finchley,51.60781097,-0.18878999,Rani,51.60444913,-0.188331308,Indian Restaurant
199,West Finchley,51.60781097,-0.18878999,Superdrug,51.60425696,-0.189564454,Pharmacy
200,West Finchley,51.60781097,-0.18878999,Subway,51.60436923,-0.189190961,Sandwich Place
201,West Finchley,51.60781097,-0.18878999,China Cottage,51.60936585,-0.188926956,Chinese Restaurant
202,West Finchley,51.60781097,-0.18878999,West Finchley London Underground Station,51.60953539,-0.188287012,Metro Station
203,West Finchley,51.60781097,-0.18878999,Sakura Sushi,51.60401,-0.189939,Japanese Restaurant
204,West Finchley,51.60781097,-0.18878999,Welcome Cafe,51.60563,-0.187572,Café
205,West Finchley,51.60781097,-0.18878999,Meera's,51.60515855,-0.188446429,Indian Restaurant
206,West Finchley,51.60781097,-0.18878999,Kurks,51.60515,-0.188306,Fast Food Restaurant
207,West Finchley,51.60781097,-0.18878999,Olympus,51.60512789,-0.188243872,Restaurant
208,West Finchley,51.60781097,-0.18878999,Da Vincenzo,51.607652,-0.184279,Café
209,West Finchley,51.60781097,-0.18878999,Nawroz,51.60488149,-0.18901214,Middle Eastern Restaurant
210,West Finchley,51.60781097,-0.18878999,Park View Health Clubs,51.60430419,-0.188953178,Gym
211,West Finchley,51.60781097,-0.18878999,Gateway Café,51.60430503,-0.18807633,Café
212,West Finchley,51.60781097,-0.18878999,Majestic Wine,51.60858003,-0.183003956,Wine Shop
213,West Hendon,51.57817078,-0.23504999,Costa Coffee,51.58168052,-0.235207077,Coffee Shop
214,West Hendon,51.57817078,-0.23504999,Chicken Cottage,51.57666803,-0.237487423,Fried Chicken Joint
215,West Hendon,51.57817078,-0.23504999,lazziz Kebab House,51.576454,-0.238706,Kebab Restaurant
216,West Hendon,51.57817078,-0.23504999,Platform 2,51.58013196,-0.238793156,Platform
217,West Hendon,51.57817078,-0.23504999,Aladin's Kebabish,51.57802536,-0.240383705,Indian Restaurant
218,West Hendon,51.57817078,-0.23504999,West Hendon Brodway - Herbert Road,51.57931331,-0.241528682,Bus Stop
219,West Hendon,51.57817078,-0.23504999,Hendon Station Bus Stop,51.57617589,-0.241356849,Bus Stop
220,West Hendon,51.57817078,-0.23504999,Hendon Railway Station (HEN),51.58020512,-0.238731153,Train Station
221,Woodhouse,51.61130142,-0.17048,artsdepot,51.6130098,-0.176635816,Theater
222,Woodhouse,51.61130142,-0.17048,Co-op Food,51.61204324,-0.173045397,Grocery Store
223,Woodhouse,51.61130142,-0.17048,sushimania,51.61183186,-0.175557007,Japanese Restaurant
224,Woodhouse,51.61130142,-0.17048,Greggs,51.61399113,-0.175998509,Bakery
225,Woodhouse,51.61130142,-0.17048,PureGym,51.61251873,-0.17678087,Gym / Fitness Center
226,Woodhouse,51.61130142,-0.17048,Bella Mia,51.60934262,-0.176701839,Italian Restaurant
227,Barnehurst,51.45718002,0.164272,Iceland,51.45948594,0.164361543,Grocery Store
228,Barnehurst,51.45718002,0.164272,Birchwood Aquatics,51.45964898,0.164264548,Pet Store
229,Barnehurst,51.45718002,0.164272,Beanos Cafe,51.45994333,0.161833763,Café
230,Barnehurst,51.45718002,0.164272,Barnehurst Golf Course,51.45996346,0.169122477,Golf Course
231,Barnehurst,51.45718002,0.164272,VCD Athletic FC,51.45556879,0.170444334,Soccer Field
232,Belvedere,51.48696899,0.149278,Red Wasp Aerial Works Ltd,51.4858647,0.1496577,Photography Studio
233,Belvedere,51.48696899,0.149278,Spicemaster Restaurant,51.48822026,0.147050421,Indian Restaurant
234,Belvedere,51.48696899,0.149278,LloydsPharmacy,51.4833699,0.1474264,Pharmacy
235,Belvedere,51.48696899,0.149278,Sveiki,51.49116252,0.149757848,Eastern European Restaurant
236,Belvedere,51.48696899,0.149278,K's Cafe,51.48317981,0.145484581,Café
237,Blackfen and Lamorbey,51.4452095,0.090901,Co-op Food,51.44287221,0.086511392,Grocery Store
238,Blackfen and Lamorbey,51.4452095,0.090901,River Shuttle,51.44526816,0.094174346,River
239,Blackfen and Lamorbey,51.4452095,0.090901,Nisa,51.4463452,0.0950002,Convenience Store
240,Blackfen and Lamorbey,51.4452095,0.090901,King Neptune Fish & Chips,51.44282392,0.086618292,Fish & Chips Shop
241,Blackfen and Lamorbey,51.4452095,0.090901,The Black Boy,51.44289013,0.086512178,Pub
242,Blackfen and Lamorbey,51.4452095,0.090901,La Cucina,51.44285471,0.086543828,Italian Restaurant
243,Blackfen and Lamorbey,51.4452095,0.090901,Maharani,51.44287611,0.086489544,Indian Restaurant
244,Blendon and Penhill,51.44554901,0.118562,Co-op Food,51.44807001,0.121014588,Grocery Store
245,Blendon and Penhill,51.44554901,0.118562,Waitrose & Partners,51.44773247,0.116419232,Supermarket
246,Blendon and Penhill,51.44554901,0.118562,Sherwood Cafe,51.44787944,0.116769333,Café
247,Blendon and Penhill,51.44554901,0.118562,Saggor Tandoori Restaurant,51.44817813,0.120172721,Indian Restaurant
248,Blendon and Penhill,51.44554901,0.118562,The Three Blackbirds,51.4482773,0.121213774,Pub
249,Brampton,51.46947098,0.141874,The Earl Haig,51.47302305,0.14082206,Pub
250,Brampton,51.46947098,0.141874,The Yacht,51.46633964,0.145112249,Pub
251,Brampton,51.46947098,0.141874,Co-op Food,51.4655451,0.145037028,Grocery Store
252,Brampton,51.46947098,0.141874,Londis,51.47296505,0.140683667,Convenience Store
253,Brampton,51.46947098,0.141874,Pantiles Tea Room,51.47302297,0.140552,Café
254,Brampton,51.46947098,0.141874,CeX,51.46926465,0.135896802,Video Game Store
255,Brampton,51.46947098,0.141874,Skunkworks,51.46926678,0.135830323,Smoke Shop
256,Christchurch,51.45624924,0.142132,Carved,51.456952,0.143107,American Restaurant
257,Christchurch,51.45624924,0.142132,Premier Inn London Bexleyheath hotel,51.45583204,0.142849088,Hotel
258,Christchurch,51.45624924,0.142132,wilko,51.4561257,0.1485109,Furniture / Home Store
259,Christchurch,51.45624924,0.142132,Caffè Nero,51.456554,0.14422339,Coffee Shop
260,Christchurch,51.45624924,0.142132,TK Maxx,51.45648088,0.147830013,Clothing Store
261,Christchurch,51.45624924,0.142132,Subway,51.45670357,0.144950321,Sandwich Place
262,Christchurch,51.45624924,0.142132,Greggs,51.45625321,0.145568848,Bakery
263,Christchurch,51.45624924,0.142132,Primark,51.4567412,0.1431261,Clothing Store
264,Christchurch,51.45624924,0.142132,Boots,51.45560984,0.145471712,Pharmacy
265,Christchurch,51.45624924,0.142132,Marks & Spencer,51.455894,0.147207,Department Store
266,Christchurch,51.45624924,0.142132,Kings Arms,51.45704278,0.142706796,Pub
267,Christchurch,51.45624924,0.142132,Pizza Express,51.45690767,0.141178775,Pizza Place
268,Christchurch,51.45624924,0.142132,New Look,51.456231,0.1448387,Clothing Store
269,Christchurch,51.45624924,0.142132,KFC,51.457344,0.140127,Fast Food Restaurant
270,Christchurch,51.45624924,0.142132,Cafe Mojito,51.457206,0.139611,Mexican Restaurant
271,Christchurch,51.45624924,0.142132,Superdrug,51.45574513,0.146566629,Pharmacy
272,Christchurch,51.45624924,0.142132,Bexleyheath Clock Tower,51.45650223,0.147301054,Plaza
273,Christchurch,51.45624924,0.142132,Game,51.45652254,0.147152724,Video Game Store
274,Christchurch,51.45624924,0.142132,Starbucks,51.456294,0.145901,Coffee Shop
275,Christchurch,51.45624924,0.142132,Sainsbury's,51.45613296,0.149100464,Supermarket
276,Christchurch,51.45624924,0.142132,H&M,51.45636913,0.145401822,Clothing Store
277,Christchurch,51.45624924,0.142132,Costa Coffee,51.4560982,0.145819872,Coffee Shop
278,Christchurch,51.45624924,0.142132,Burger King,51.4561611,0.1445089,Fast Food Restaurant
279,Christchurch,51.45624924,0.142132,Broadway Shopping Centre,51.45623238,0.146167344,Shopping Mall
280,Christchurch,51.45624924,0.142132,Asda,51.4575569,0.1430587,Supermarket
281,Christchurch,51.45624924,0.142132,Nando's,51.4567636,0.1472167,Portuguese Restaurant
282,Christchurch,51.45624924,0.142132,The Rose,51.45720788,0.140281063,Pub
283,Christchurch,51.45624924,0.142132,Chin Chins,51.457212,0.140475,Coffee Shop
284,Christchurch,51.45624924,0.142132,Wimpy,51.45711059,0.139885247,Burger Joint
285,Christchurch,51.45624924,0.142132,Argos,51.45659063,0.146012205,Warehouse Store
286,Christchurch,51.45624924,0.142132,Pradas,51.457444,0.13964,Mediterranean Restaurant
287,Christchurch,51.45624924,0.142132,The Wrong 'Un (Wetherspoon),51.45773454,0.13738924,Pub
288,Christchurch,51.45624924,0.142132,The Furze Wren (Wetherspoon),51.4567457,0.147799752,Pub
289,Christchurch,51.45624924,0.142132,Tenpin,51.45657816,0.137756811,Bowling Alley
290,Christchurch,51.45624924,0.142132,Pure Night Club,51.4571249,0.138173604,Nightclub
291,Christchurch,51.45624924,0.142132,Cyprus Village,51.45771058,0.138316154,Greek Restaurant
292,Christchurch,51.45624924,0.142132,Stuzzichini,51.45749666,0.138037205,Business Service
